,week,region,no_cases,year,total_daily_rainfall,max_wind_sp,max_temp,rainy_day,mean_temp,mean_wind_sp,min_temp,dengue_fever,dengue,mosquito,insect_repellent,dengue_fever_diff,dengue_fever_2nd_diff,dengue_diff,dengue_2nd_diff,mosquito_diff,mosquito_2nd_diff,insect_repellent_diff,insect_repellent_2nd_diff
129,46,West,6,2015,97.6,58.0,32.9,1,28.289285714285715,8.164285714285715,24.4,7.0,6.0,7.0,3.0,1.0,3.0,1.0,2.0,0.0,-1.0,2.0,2.0
130,47,West,10,2015,403.2,59.4,33.5,1,27.73928571428572,9.546428571428573,23.3,7.0,6.0,6.0,2.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-3.0
131,48,West,10,2015,283.6,64.1,33.8,1,27.825,9.739285714285714,24.2,6.0,6.0,7.0,2.0,-1.0,-1.0,0.0,0.0,1.0,2.0,0.0,1.0
132,49,West,7,2015,391.2,58.3,32.9,1,27.789285714285715,8.732142857142858,23.9,7.0,7.0,5.0,2.0,1.0,2.0,1.0,1.0,-2.0,-3.0,0.0,0.0
133,50,West,7,2015,405.0,69.8,33.3,1,27.610714285714288,8.921428571428573,23.9,11.0,10.0,8.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0
134,51,West,7,2015,59.4,60.5,33.4,1,27.95357142857143,10.264285714285714,24.1,6.0,6.0,9.0,2.0,-5.0,-9.0,-4.0,-7.0,1.0,-2.0,-1.0,-2.0
135,52,West,7,2015,207.6,79.9,33.9,1,28.40357142857143,10.19285714285714,22.8,11.0,9.0,8.0,2.0,5.0,10.0,3.0,7.0,-1.0,-2.0,0.0,1.0
136,53,West,7,2015,325.6,67.0,33.2,1,27.45,10.8125,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1,West,7,2016,67.2,56.5,34.1,1,28.50714285714286,9.035714285714286,25.1,14.0,13.0,6.0,3.0,-2.0,-7.0,-1.0,-6.0,-2.0,-2.0,1.0,1.0
138,2,West,7,2016,163.4,54.0,33.7,1,28.28214285714285,8.082142857142857,24.3,13.0,12.0,11.0,2.0,-1.0,1.0,-1.0,0.0,5.0,7.0,-1.0,-2.0
139,3,West,7,2016,331.4,71.3,33.9,1,28.264285714285712,9.367857142857144,22.8,19.0,17.0,12.0,2.0,6.0,7.0,5.0,6.0,1.0,-4.0,0.0,1.0
140,4,West,3,2016,373.2,81.7,33.5,1,28.025,9.603571428571428,23.3,17.0,16.0,16.0,5.0,-2.0,-8.0,-1.0,-6.0,4.0,3.0,3.0,3.0
141,5,West,3,2016,141.0,65.2,33.9,1,28.204,11.168,24.8,17.0,14.0,9.0,3.0,0.0,2.0,-2.0,-1.0,-7.0,-11.0,-2.0,-5.0
142,6,West,2,2016,55.8,50.0,32.7,1,27.66190476190476,11.214285714285714,23.7,17.0,16.0,7.0,2.0,0.0,0.0,2.0,4.0,-2.0,5.0,-1.0,1.0
143,7,West,7,2016,394.4,83.9,33.4,1,27.488000000000003,10.938461538461535,23.4,14.0,13.0,8.0,3.0,-3.0,-3.0,-3.0,-5.0,1.0,3.0,1.0,2.0
144,8,West,1,2016,34.6,70.2,33.5,1,28.167857142857144,11.814285714285717,24.7,13.0,12.0,8.0,2.0,-1.0,2.0,-1.0,2.0,0.0,-1.0,-1.0,-2.0
145,9,West,2,2016,95.6,57.6,33.9,1,28.667857142857144,12.114285714285714,24.2,11.0,10.0,7.0,2.0,-2.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,1.0
146,10,West,1,2016,188.2,59.0,33.9,1,28.55,8.775,23.2,11.0,10.0,8.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,-1.0,-1.0
147,11,West,1,2016,22.6,43.2,34.1,1,29.015384615384612,9.107142857142858,25.7,8.0,8.0,7.0,2.0,-3.0,-3.0,-2.0,-2.0,-1.0,-2.0,1.0,2.0
148,12,West,1,2016,32.2,62.3,34.4,1,29.37142857142857,10.8,25.3,10.0,10.0,7.0,1.0,2.0,5.0,2.0,4.0,0.0,1.0,-1.0,-2.0
149,13,West,2,2016,39.2,58.7,35.6,1,29.553571428571427,10.685714285714283,26.4,10.0,10.0,7.0,2.0,0.0,-2.0,0.0,-2.0,0.0,0.0,1.0,2.0
150,14,West,2,2016,125.8,61.6,34.2,1,29.28333333333333,8.65,23.5,10.0,9.0,8.0,3.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0
151,15,West,5,2016,71.4,66.6,34.5,1,29.896,11.853571428571428,23.8,8.0,7.0,7.0,3.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,0.0,-1.0
152,16,West,1,2016,137.4,45.7,35.6,1,29.874074074074077,9.121428571428572,24.9,7.0,6.0,5.0,1.0,-1.0,1.0,-1.0,1.0,-2.0,-1.0,-2.0,-2.0
153,17,West,2,2016,121.2,55.4,33.8,1,29.53333333333333,9.95,24.4,7.0,6.0,7.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,3.0
154,18,West,7,2016,120.8,50.0,33.8,1,30.009523809523813,8.932142857142857,23.7,9.0,8.0,8.0,1.0,2.0,2.0,2.0,2.0,1.0,-1.0,-1.0,-2.0
155,19,West,7,2016,97.2,54.0,34.3,1,29.382608695652173,9.646428571428572,24.5,6.0,6.0,10.0,3.0,-3.0,-5.0,-2.0,-4.0,2.0,1.0,2.0,3.0
156,20,West,7,2016,220.2,84.6,33.7,1,29.3,11.99642857142857,24.1,8.0,7.0,8.0,3.0,2.0,5.0,1.0,3.0,-2.0,-4.0,0.0,-2.0
157,21,West,7,2016,64.0,77.4,34.4,1,29.85925925925926,11.69285714285714,23.7,8.0,8.0,9.0,2.0,0.0,-2.0,1.0,0.0,1.0,3.0,-1.0,-1.0
158,22,West,2,2016,166.4,85.3,33.7,1,28.79230769230769,9.907142857142857,24.0,9.0,8.0,7.0,2.0,1.0,1.0,0.0,-1.0,-2.0,-3.0,0.0,1.0
159,23,West,7,2016,102.6,66.2,33.4,1,29.304761904761904,10.771428571428572,23.2,7.0,7.0,9.0,2.0,-2.0,-3.0,-1.0,-1.0,2.0,4.0,0.0,0.0
160,24,West,7,2016,556.0,77.0,32.5,1,28.473684210526315,11.946428571428571,22.7,8.0,7.0,8.0,1.0,1.0,3.0,0.0,1.0,-1.0,-3.0,-1.0,-1.0
161,25,West,7,2016,123.8,94.0,33.2,1,28.933333333333334,10.832142857142856,23.4,9.0,8.0,9.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0
162,26,West,7,2016,0.0,43.6,33.9,0,30.11818181818182,11.028571428571428,27.6,7.0,7.0,7.0,3.0,-2.0,-3.0,-1.0,-2.0,-2.0,-3.0,1.0,0.0
163,27,West,7,2016,164.8,72.4,34.1,1,29.785714285714285,11.19285714285714,23.1,9.0,9.0,7.0,1.0,2.0,4.0,2.0,3.0,0.0,2.0,-2.0,-3.0
164,28,West,7,2016,297.8,92.9,33.5,1,28.464,10.346428571428572,22.9,8.0,8.0,6.0,3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-1.0,2.0,4.0
165,29,West,7,2016,442.2,88.9,31.6,1,27.6875,11.892592592592594,23.6,9.0,8.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,-2.0,-4.0
166,30,West,7,2016,132.9,78.1,31.7,1,28.31111111111111,9.917857142857144,21.9,10.0,9.0,8.0,3.0,1.0,0.0,1.0,1.0,0.0,-2.0,2.0,4.0
167,31,West,7,2016,56.8,97.6,32.6,1,28.825,12.492857142857144,22.6,6.0,5.0,6.0,2.0,-4.0,-5.0,-4.0,-5.0,-2.0,-2.0,-1.0,-3.0
168,32,West,4,2016,40.0,75.2,32.7,1,29.452,12.12142857142857,24.8,7.0,7.0,6.0,2.0,1.0,5.0,2.0,6.0,0.0,2.0,0.0,1.0
169,33,West,5,2016,118.6,65.9,33.1,1,29.23703703703704,12.207142857142856,23.0,6.0,5.0,5.0,2.0,-1.0,-2.0,-2.0,-4.0,-1.0,-1.0,0.0,0.0
170,34,West,11,2016,194.2,82.1,33.0,1,29.39583333333333,14.085714285714284,23.7,17.0,16.0,100.0,57.0,11.0,12.0,11.0,13.0,95.0,96.0,55.0,55.0
171,35,West,16,2016,107.6,74.5,33.1,1,28.689285714285717,10.18214285714286,24.5,12.0,11.0,52.0,28.0,-5.0,-16.0,-5.0,-16.0,-48.0,-143.0,-29.0,-84.0
172,36,West,13,2016,152.6,103.0,32.5,1,28.49285714285714,12.75,22.7,9.0,10.0,25.0,8.0,-3.0,2.0,-1.0,4.0,-27.0,21.0,-20.0,9.0
173,37,West,14,2016,223.4,85.3,32.8,1,28.6,12.685714285714283,21.8,8.0,8.0,16.0,6.0,-1.0,2.0,-2.0,-1.0,-9.0,18.0,-2.0,18.0
174,38,West,14,2016,150.0,89.3,33.1,1,28.96666666666667,14.93214285714286,23.4,6.0,5.0,10.0,3.0,-2.0,-1.0,-3.0,-1.0,-6.0,3.0,-3.0,-1.0
175,39,West,18,2016,54.400000000000006,82.8,33.8,1,29.26923076923077,13.025,23.7,7.0,6.0,6.0,2.0,1.0,3.0,1.0,4.0,-4.0,2.0,-1.0,2.0
176,40,West,7,2016,253.8,93.2,32.7,1,28.485714285714288,12.139285714285714,21.9,10.0,7.0,10.0,3.0,3.0,2.0,1.0,0.0,4.0,8.0,1.0,2.0
177,41,West,7,2016,151.6,92.2,33.5,1,29.565384615384616,19.24285714285714,22.8,5.0,5.0,7.0,2.0,-5.0,-8.0,-2.0,-3.0,-3.0,-7.0,-1.0,-2.0
178,42,West,7,2016,124.6,114.8,33.0,1,28.933333333333334,12.410714285714286,23.0,5.0,5.0,8.0,2.0,0.0,5.0,0.0,2.0,1.0,4.0,0.0,1.0
179,43,West,7,2016,267.6,84.2,31.4,1,27.648000000000003,11.139285714285714,22.5,5.0,4.0,7.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0
180,44,West,7,2016,236.2,95.8,31.9,1,27.967857142857145,13.292857142857144,23.2,4.0,3.0,5.0,1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,0.0,1.0
181,45,West,7,2016,192.0,103.3,32.5,1,27.86923076923077,9.957142857142856,22.4,3.0,3.0,8.0,1.0,-1.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0
182,46,West,7,2016,328.6,66.6,32.3,1,27.572727272727278,9.742857142857144,22.7,5.0,4.0,6.0,2.0,2.0,3.0,1.0,1.0,-2.0,-5.0,1.0,1.0
183,47,West,7,2016,288.8,80.3,31.7,1,27.877272727272725,11.310714285714283,23.1,4.0,3.0,7.0,2.0,-1.0,-3.0,-1.0,-2.0,1.0,3.0,0.0,-1.0
184,48,West,2,2016,142.0,63.4,33.3,1,27.558333333333334,11.767857142857142,23.3,3.0,2.0,5.0,2.0,-1.0,0.0,-1.0,0.0,-2.0,-3.0,0.0,0.0
185,49,West,7,2016,67.6,76.3,34.2,1,28.64583333333333,10.073076923076922,24.4,4.0,3.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,-1.0,-1.0
186,50,West,7,2016,70.0,79.6,33.5,1,28.484,12.575,23.3,2.0,2.0,5.0,1.0,-2.0,-3.0,-1.0,-2.0,-2.0,-4.0,0.0,1.0
187,51,West,7,2016,92.2,83.2,33.8,1,27.941666666666663,13.425,24.2,4.0,4.0,6.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,0.0,0.0
188,52,West,7,2016,92.2,64.8,32.4,1,27.242105263157896,12.254166666666668,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,53,West,7,2016,116.6,61.2,28.5,1,26.525,8.966666666666667,23.0,16.0,14.0,8.0,2.0,5.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0
190,1,West,7,2017,106.2,81.4,33.5,1,28.22222222222222,9.7,23.0,4.0,4.0,4.0,1.0,-1.0,-2.0,-1.0,-2.0,-2.0,-2.0,-1.0,-2.0
191,2,West,7,2017,1.0,62.3,34.2,1,28.76153846153846,11.617857142857144,25.8,4.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0
192,3,West,7,2017,217.4,67.3,32.2,1,27.53333333333333,11.385714285714286,23.0,4.0,3.0,6.0,1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0
193,4,West,7,2017,388.8,80.6,32.0,1,26.44782608695652,12.35,23.3,5.0,3.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
194,5,West,7,2017,57.4,55.8,32.9,1,27.616666666666664,12.210714285714284,23.5,5.0,4.0,6.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-2.0,0.0,0.0
195,6,West,7,2017,76.2,76.0,33.9,1,27.752,14.05,23.9,3.0,2.0,6.0,3.0,-2.0,-2.0,-2.0,-3.0,0.0,1.0,2.0,2.0
196,7,West,7,2017,24.2,65.5,32.7,1,27.2,14.74642857142857,23.5,4.0,3.0,7.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,-1.0,-3.0
197,8,West,7,2017,270.2,62.3,32.9,1,27.224,9.935714285714283,23.0,4.0,4.0,5.0,2.0,0.0,-1.0,1.0,0.0,-2.0,-3.0,0.0,1.0
198,9,West,7,2017,271.2,76.0,32.1,1,26.604166666666668,11.15,23.1,4.0,3.0,6.0,1.0,0.0,0.0,-1.0,-2.0,1.0,3.0,-1.0,-1.0
199,10,West,7,2017,65.2,58.7,32.8,1,27.515384615384612,10.62857142857143,23.7,5.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,-1.0,-2.0,1.0,2.0
200,11,West,7,2017,58.400000000000006,48.6,33.1,1,28.195652173913043,9.69285714285714,23.7,4.0,3.0,7.0,2.0,-1.0,-2.0,-1.0,-2.0,2.0,3.0,0.0,-1.0
201,12,West,7,2017,58.4,70.2,33.9,1,28.5,10.964285714285714,25.2,3.0,3.0,7.0,3.0,-1.0,0.0,0.0,1.0,0.0,-2.0,1.0,1.0
202,13,West,7,2017,104.8,69.5,33.1,1,27.85,9.653571428571428,23.8,7.0,5.0,8.0,3.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,-1.0
203,14,West,7,2017,132.0,78.5,32.5,1,28.58333333333333,11.364,23.3,4.0,2.0,7.0,1.0,-3.0,-7.0,-3.0,-5.0,-1.0,-2.0,-2.0,-2.0
204,15,West,7,2017,287.6,44.3,33.1,1,28.06190476190476,6.180952380952381,23.9,4.0,3.0,8.0,2.0,0.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0
205,16,West,7,2017,403.4,81.7,33.3,1,28.383333333333336,8.583333333333334,22.3,4.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,-2.0,-3.0,0.0,-1.0
206,17,West,7,2017,196.4,78.8,32.4,1,28.15,10.742857142857144,24.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
207,18,West,7,2017,263.2,63.7,33.1,1,28.728571428571428,9.614285714285714,23.7,4.0,5.0,8.0,1.0,-1.0,-2.0,0.0,-1.0,2.0,2.0,-1.0,-1.0
208,19,West,7,2017,160.6,63.0,32.5,1,28.79642857142857,10.657142857142857,24.6,4.0,4.0,8.0,1.0,0.0,1.0,-1.0,-1.0,0.0,-2.0,0.0,1.0
209,20,West,7,2017,46.0,61.6,33.2,1,29.370833333333334,10.904166666666669,25.8,5.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,-2.0,-2.0,0.0,0.0
210,21,West,2,2017,332.2,78.1,32.8,1,28.53703703703704,9.755555555555556,22.6,6.0,5.0,7.0,2.0,1.0,0.0,0.0,-1.0,1.0,3.0,1.0,1.0
211,22,West,2,2017,195.8,78.5,33.1,1,29.146153846153844,11.917857142857144,24.2,4.0,4.0,5.0,2.0,-2.0,-3.0,-1.0,-1.0,-2.0,-3.0,0.0,-1.0
212,23,West,9,2017,163.0,69.8,33.1,1,29.704,11.114814814814816,23.7,4.0,4.0,7.0,1.0,0.0,2.0,0.0,1.0,2.0,4.0,-1.0,-1.0
213,24,West,12,2017,259.0,87.1,32.8,1,29.068,9.896296296296295,23.8,3.0,3.0,5.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-4.0,0.0,1.0
214,25,West,7,2017,47.8,89.6,32.2,1,28.714285714285715,10.239285714285714,23.8,4.0,4.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0
215,26,West,7,2017,51.8,65.5,32.8,1,28.556,9.588,22.9,5.0,4.0,7.0,3.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0
216,27,West,7,2017,180.6,52.9,31.4,1,28.15,11.3,23.7,5.0,5.0,5.0,1.0,0.0,-1.0,1.0,1.0,-2.0,-3.0,-2.0,-3.0
217,28,West,7,2017,221.4,85.7,31.7,1,27.911538461538463,11.765384615384615,23.6,5.0,5.0,7.0,1.0,0.0,0.0,0.0,-1.0,2.0,4.0,0.0,2.0
218,29,West,7,2017,0.4,41.8,32.9,1,29.060714285714287,11.007142857142856,27.0,4.0,4.0,6.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.0,0.0,0.0
219,30,West,7,2017,6.8,55.8,33.0,1,29.417857142857144,11.49642857142857,25.8,3.0,3.0,6.0,2.0,-1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
220,31,West,7,2017,5.4,66.2,32.7,1,29.5,12.414285714285716,26.2,3.0,3.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0
221,32,West,7,2017,224.0,59.8,32.0,1,27.885185185185183,10.488888888888887,22.8,4.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0
222,33,West,7,2017,193.0,66.2,32.4,1,28.21538461538461,9.775,21.7,4.0,4.0,6.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,2.0
223,34,West,7,2017,13.6,52.6,32.4,1,28.678571428571427,11.060714285714283,25.1,3.0,2.0,7.0,1.0,-1.0,-1.0,-2.0,-2.0,1.0,1.0,-1.0,-2.0
224,35,West,7,2017,37.6,51.8,33.1,1,28.775,10.342857142857143,23.3,3.0,3.0,6.0,2.0,0.0,1.0,1.0,3.0,-1.0,-2.0,1.0,2.0
225,36,West,7,2017,240.8,61.6,31.7,1,28.28214285714285,9.053571428571429,23.8,4.0,3.0,6.0,2.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0
226,37,West,7,2017,256.0,74.5,32.8,1,28.275,9.946428571428571,22.6,5.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0
227,38,West,7,2017,223.2,90.0,32.3,1,27.914285714285715,10.142857142857142,23.7,4.0,4.0,6.0,3.0,-1.0,-2.0,1.0,1.0,-1.0,-2.0,2.0,3.0
228,39,West,7,2017,174.2,77.4,32.2,1,28.235714285714288,9.196428571428571,23.4,4.0,3.0,7.0,2.0,0.0,1.0,-1.0,-2.0,1.0,2.0,-1.0,-3.0
229,40,West,7,2017,194.6,61.9,32.5,1,27.910714285714285,8.7,22.6,4.0,3.0,6.0,2.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,1.0
230,41,West,7,2017,281.2,65.2,33.6,1,28.385714285714283,10.467857142857143,22.9,5.0,6.0,6.0,2.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0
231,42,West,7,2017,8.4,72.4,34.5,1,29.74285714285714,9.285714285714286,24.6,4.0,4.0,6.0,2.0,-1.0,-2.0,-2.0,-5.0,0.0,0.0,0.0,0.0
232,43,West,7,2017,54.2,59.8,33.1,1,28.707142857142856,9.153571428571428,22.9,4.0,5.0,5.0,1.0,0.0,1.0,1.0,3.0,-1.0,-1.0,-1.0,-1.0
233,44,West,7,2017,226.6,68.0,32.1,1,27.792857142857144,8.564285714285715,23.5,4.0,4.0,6.0,2.0,0.0,0.0,-1.0,-2.0,1.0,2.0,1.0,2.0
234,45,West,7,2017,214.2,70.6,31.8,1,27.5962962962963,9.571428571428571,23.6,4.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.0,-2.0
235,46,West,7,2017,273.2,73.4,32.8,1,28.010714285714283,9.853571428571428,23.1,4.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,-2.0,-4.0,1.0,2.0
236,47,West,7,2017,291.2,76.0,33.0,1,27.4,8.618518518518519,22.3,3.0,4.0,6.0,2.0,-1.0,-1.0,0.0,0.0,0.0,2.0,0.0,-1.0
237,48,West,7,2017,79.8,64.4,33.5,1,28.03333333333333,11.828571428571427,24.3,5.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,-1.0,-1.0,0.0,0.0
238,49,West,7,2017,24.6,47.2,33.6,1,28.15714285714285,9.528571428571428,24.8,5.0,5.0,4.0,2.0,0.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0
239,50,West,7,2017,181.8,54.7,32.9,1,27.62857142857143,8.6625,23.4,3.0,2.0,4.0,2.0,-2.0,-2.0,-3.0,-3.0,0.0,1.0,0.0,0.0
240,51,West,7,2017,72.6,57.2,32.1,1,27.700000000000003,10.5,24.1,3.0,2.0,6.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,-2.0,-2.0
241,52,West,7,2017,497.2,49.3,32.8,1,27.26,8.124,23.8,5.0,5.0,6.0,2.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,1.0
242,52,West,7,2017,497.2,49.3,32.8,1,27.26,8.124,23.8,4.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,-1.0,-3.0,2.0,4.0
243,1,West,9,2018,210.2,52.6,32.3,1,26.816666666666663,6.7250000000000005,23.5,4.0,4.0,6.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,-1.0,-3.0
244,2,West,7,2018,250.8,58.7,31.8,1,24.735,10.405,22.0,4.0,3.0,5.0,2.0,0.0,0.0,-1.0,-2.0,-1.0,-2.0,1.0,2.0
245,3,West,7,2018,105.4,43.2,32.8,1,26.861904761904764,9.625925925925925,23.3,5.0,6.0,7.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,-1.0,-2.0
246,4,West,7,2018,359.2,57.2,32.9,1,27.357142857142858,9.814285714285717,23.3,3.0,2.0,4.0,1.0,-2.0,-3.0,-4.0,-7.0,-3.0,-5.0,0.0,1.0
247,5,West,7,2018,38.2,72.0,32.9,1,27.73157894736842,12.988888888888887,24.3,3.0,3.0,5.0,1.0,0.0,2.0,1.0,5.0,1.0,4.0,0.0,0.0
248,6,West,7,2018,1.2,58.7,32.9,1,27.23333333333333,14.489285714285714,24.2,5.0,3.0,5.0,1.0,2.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0
249,7,West,7,2018,59.0,50.8,33.5,1,27.795238095238098,11.571428571428571,24.6,4.0,3.0,7.0,2.0,-1.0,-3.0,0.0,0.0,2.0,2.0,1.0,1.0
250,8,West,7,2018,122.2,54.4,33.3,1,27.67619047619048,11.285714285714286,23.6,3.0,3.0,7.0,1.0,-1.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0
251,9,West,7,2018,162.8,42.1,33.3,1,27.904761904761905,9.667857142857144,23.4,3.0,3.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
252,10,West,7,2018,192.6,70.2,34.4,1,28.02857142857143,11.078571428571427,24.1,4.0,3.0,8.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0
253,11,West,7,2018,66.4,55.4,33.7,1,28.466666666666665,10.110714285714286,23.5,4.0,4.0,5.0,1.0,0.0,-1.0,1.0,1.0,-3.0,-4.0,-1.0,-1.0
254,12,West,7,2018,102.2,53.6,34.5,1,28.538095238095234,10.403571428571428,23.4,3.0,3.0,8.0,2.0,-1.0,-1.0,-1.0,-2.0,3.0,6.0,1.0,2.0
255,13,West,7,2018,265.4,72.0,32.9,1,27.47142857142857,9.325,23.5,4.0,3.0,9.0,2.0,1.0,2.0,0.0,1.0,1.0,-2.0,0.0,-1.0
256,14,West,7,2018,49.2,45.0,33.5,1,28.666666666666668,10.421428571428573,24.3,3.0,2.0,8.0,3.0,-1.0,-2.0,-1.0,-1.0,-1.0,-2.0,1.0,1.0
257,15,West,7,2018,83.0,50.4,33.6,1,28.79047619047619,9.403571428571428,25.0,2.0,2.0,7.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,-2.0,-3.0
258,16,West,7,2018,285.6,50.4,33.7,1,27.623809523809523,7.414285714285714,23.5,2.0,3.0,8.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0
259,17,West,7,2018,41.6,52.6,33.8,1,28.88095238095238,8.707142857142857,23.8,6.0,6.0,7.0,2.0,4.0,4.0,3.0,2.0,-1.0,-2.0,-1.0,-3.0
260,18,West,7,2018,150.6,61.2,33.2,1,28.82857142857143,8.232142857142858,24.1,11.0,9.0,10.0,3.0,5.0,1.0,3.0,0.0,3.0,4.0,1.0,2.0
261,19,West,7,2018,94.2,61.9,34.0,1,29.695238095238096,9.7,24.5,4.0,5.0,6.0,2.0,-7.0,-12.0,-4.0,-7.0,-4.0,-7.0,-1.0,-2.0
