year,planning_area_hse,hdb_1_and_2_room_flats_hse,hdb_3_room_flats_hse,hdb_4_room_flats_hse,hdb_5_room_and_executive_flats_hse,condominiums_and_other_apartments_hse,landed_properties_hse,others_hse,total_hdb_hse,hdb_1_and_2_room_flats_pop,hdb_3_room_flats_pop,hdb_4_room_flats_pop,hdb_5_room_and_executive_flats_pop,condominiums_and_other_apartments_pop,landed_properties_pop,others_pop,total_hdb_pop,total_pop
2012,Changi,0.0,122.4,0.0,4.8,384.0,78.4,32.8,127.2,0.0,432.0,0.0,4.0,50.0,386.0,1434.0,442.0,2308.0
2013,Changi,0.0,107.1,0.0,4.2,336.0,68.6,28.700000000000003,111.3,0.0,438.0,0.0,6.0,50.0,394.0,1496.0,448.0,2382.0
2014,Changi,0.0,91.8,0.0,3.6,288.0,58.8,24.6,95.4,0.0,444.0,0.0,8.0,50.0,402.0,1558.0,454.0,2456.0
2015,Changi,0.0,76.5,0.0,3.0,240.0,49.0,20.5,79.5,0.0,450.0,0.0,10.0,50.0,410.0,1620.0,460.0,2530.0
2016,Changi,0.0,61.199999999999996,0.0,2.4000000000000004,192.0,39.199999999999996,16.400000000000002,63.599999999999994,0.0,432.0,0.0,10.0,42.0,396.0,1524.0,440.0,2394.0
2017,Changi,0.0,45.89999999999999,0.0,1.8000000000000003,144.0,29.399999999999995,12.300000000000002,47.699999999999996,0.0,414.0,0.0,10.0,34.0,382.0,1428.0,420.0,2258.0
2018,Changi,0.0,30.599999999999994,0.0,1.2000000000000002,96.0,19.599999999999994,8.200000000000003,31.799999999999997,0.0,396.0,0.0,10.0,26.0,368.0,1332.0,400.0,2122.0
2019,Changi,0.0,15.299999999999994,0.0,0.6000000000000002,48.0,9.799999999999994,4.100000000000003,15.899999999999997,0.0,378.0,0.0,10.0,18.0,354.0,1236.0,380.0,1986.0
2020,Changi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,10.0,10.0,340.0,1140.0,360.0,1850.0
2010,Mandai,0.0,0.0,0.0,0.0,267.0,203.0,18.0,0.0,0.0,0.0,0.0,0.0,1140.0,660.0,70.0,0.0,1870.0
2011,Mandai,0.0,0.0,0.0,0.0,240.3,182.7,16.2,0.0,0.0,0.0,0.0,0.0,1160.0,684.0,74.0,0.0,1920.0
2012,Mandai,0.0,0.0,0.0,0.0,213.6,162.4,14.4,0.0,0.0,0.0,0.0,0.0,1180.0,708.0,78.0,0.0,1970.0
2013,Mandai,0.0,0.0,0.0,0.0,186.9,142.1,12.6,0.0,0.0,0.0,0.0,0.0,1200.0,732.0,82.0,0.0,2020.0
2014,Mandai,0.0,0.0,0.0,0.0,160.2,121.8,10.8,0.0,0.0,0.0,0.0,0.0,1220.0,756.0,86.0,0.0,2070.0
2015,Mandai,0.0,0.0,0.0,0.0,133.5,101.5,9.0,0.0,0.0,0.0,0.0,0.0,1240.0,780.0,90.0,0.0,2120.0
2016,Mandai,0.0,0.0,0.0,0.0,106.80000000000001,81.19999999999999,7.199999999999999,0.0,0.0,0.0,0.0,0.0,1252.0,770.0,84.0,0.0,2114.0
2017,Mandai,0.0,0.0,0.0,0.0,80.10000000000001,60.89999999999999,5.3999999999999995,0.0,0.0,0.0,0.0,0.0,1264.0,760.0,78.0,0.0,2108.0
2018,Mandai,0.0,0.0,0.0,0.0,53.400000000000006,40.599999999999994,3.5999999999999996,0.0,0.0,0.0,0.0,0.0,1276.0,750.0,72.0,0.0,2102.0
2019,Mandai,0.0,0.0,0.0,0.0,26.700000000000006,20.299999999999994,1.7999999999999996,0.0,0.0,0.0,0.0,0.0,1288.0,740.0,66.0,0.0,2096.0
2020,Mandai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,730.0,60.0,0.0,2090.0
2010,Western Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2011,Western Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2012,Western Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2013,Western Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2014,Western Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015,Western Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Western Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2017,Western Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2018,Western Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2019,Western Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2020,Western Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2010,Paya Lebar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2011,Paya Lebar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
2012,Paya Lebar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
2013,Paya Lebar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
2014,Paya Lebar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
2015,Paya Lebar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2016,Paya Lebar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2017,Paya Lebar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2018,Paya Lebar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2019,Paya Lebar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2020,Paya Lebar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2010,North-Eastern Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2011,North-Eastern Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2012,North-Eastern Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2013,North-Eastern Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2014,North-Eastern Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2015,North-Eastern Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2016,North-Eastern Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
2017,North-Eastern Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
2018,North-Eastern Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
2019,North-Eastern Islands,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
2020,North-Eastern Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
2010,Lim Chu Kang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2011,Lim Chu Kang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2012,Lim Chu Kang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2013,Lim Chu Kang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2014,Lim Chu Kang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2015,Lim Chu Kang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2016,Lim Chu Kang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,94.0
2017,Lim Chu Kang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,98.0
2018,Lim Chu Kang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,102.0
2019,Lim Chu Kang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,106.0
2020,Lim Chu Kang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0
2010,Orchard,,,,,,,,,0.0,0.0,0.0,0.0,640.0,0.0,170.0,0.0,810.0
2011,Orchard,,,,,,,,,0.0,0.0,0.0,0.0,678.0,0.0,154.0,0.0,832.0
2012,Orchard,,,,,,,,,0.0,0.0,0.0,0.0,716.0,0.0,138.0,0.0,854.0
2013,Orchard,,,,,,,,,0.0,0.0,0.0,0.0,754.0,0.0,122.0,0.0,876.0
2014,Orchard,,,,,,,,,0.0,0.0,0.0,0.0,792.0,0.0,106.0,0.0,898.0
2015,Orchard,,,,,,,,,0.0,0.0,0.0,0.0,830.0,0.0,90.0,0.0,920.0
2016,Orchard,,,,,,,,,0.0,0.0,0.0,0.0,830.0,0.0,90.0,0.0,920.0
2017,Orchard,,,,,,,,,0.0,0.0,0.0,0.0,830.0,0.0,90.0,0.0,920.0
2018,Orchard,,,,,,,,,0.0,0.0,0.0,0.0,830.0,0.0,90.0,0.0,920.0
2019,Orchard,,,,,,,,,0.0,0.0,0.0,0.0,830.0,0.0,90.0,0.0,920.0
2020,Orchard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,0.0,90.0,0.0,920.0
2010,Museum,,,,,,,,,0.0,0.0,0.0,0.0,290.0,0.0,60.0,0.0,350.0
2011,Museum,,,,,,,,,0.0,0.0,0.0,0.0,302.0,0.0,52.0,0.0,356.0
2012,Museum,,,,,,,,,0.0,0.0,0.0,0.0,314.0,0.0,44.0,0.0,362.0
2013,Museum,,,,,,,,,0.0,0.0,0.0,0.0,326.0,0.0,36.0,0.0,368.0
2014,Museum,,,,,,,,,0.0,0.0,0.0,0.0,338.0,0.0,28.0,0.0,374.0
2015,Museum,,,,,,,,,0.0,0.0,0.0,0.0,350.0,0.0,20.0,0.0,380.0
2016,Museum,,,,,,,,,0.0,0.0,0.0,0.0,378.0,0.0,20.0,0.0,406.0
2017,Museum,,,,,,,,,0.0,0.0,0.0,0.0,406.0,0.0,20.0,0.0,432.0
2018,Museum,,,,,,,,,0.0,0.0,0.0,0.0,434.0,0.0,20.0,0.0,458.0
2019,Museum,,,,,,,,,0.0,0.0,0.0,0.0,462.0,0.0,20.0,0.0,484.0
2020,Museum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,20.0,0.0,510.0
2010,Marina South,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Marina South,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Marina South,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Marina South,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Marina South,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Marina South,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Marina South,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Marina South,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Marina South,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Marina South,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Marina South,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Marina East,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Marina East,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Marina East,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Marina East,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Marina East,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Marina East,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Marina East,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Marina East,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Marina East,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Marina East,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Marina East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Western Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,1040.0
2011,Western Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,0.0,1012.0
2012,Western Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,984.0,0.0,984.0
2013,Western Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,956.0,0.0,956.0
2014,Western Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,928.0,0.0,928.0
2015,Western Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,900.0
2016,Western Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,848.0,0.0,848.0
2017,Western Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,796.0,0.0,796.0
2018,Western Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.0,744.0
2019,Western Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,692.0
2020,Western Water Catchment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,0.0,640.0
2010,Boon Lay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2011,Boon Lay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
2012,Boon Lay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2013,Boon Lay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
2014,Boon Lay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2015,Boon Lay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2016,Boon Lay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2017,Boon Lay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
2018,Boon Lay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
2019,Boon Lay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
2020,Boon Lay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
2010,Tuas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
2011,Tuas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
2012,Tuas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
2013,Tuas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
2014,Tuas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
2015,Tuas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
2016,Tuas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
2017,Tuas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
2018,Tuas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
2019,Tuas,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
2020,Tuas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
2010,Sungei Kadut,,,,,,,,,0.0,0.0,0.0,0.0,0.0,670.0,210.0,0.0,880.0
2011,Sungei Kadut,,,,,,,,,0.0,0.0,0.0,0.0,0.0,668.0,206.0,0.0,874.0
2012,Sungei Kadut,,,,,,,,,0.0,0.0,0.0,0.0,0.0,666.0,202.0,0.0,868.0
2013,Sungei Kadut,,,,,,,,,0.0,0.0,0.0,0.0,0.0,664.0,198.0,0.0,862.0
2014,Sungei Kadut,,,,,,,,,0.0,0.0,0.0,0.0,0.0,662.0,194.0,0.0,856.0
2015,Sungei Kadut,,,,,,,,,0.0,0.0,0.0,0.0,0.0,660.0,190.0,0.0,850.0
2016,Sungei Kadut,,,,,,,,,0.0,0.0,0.0,0.0,0.0,662.0,168.0,0.0,830.0
2017,Sungei Kadut,,,,,,,,,0.0,0.0,0.0,0.0,0.0,664.0,146.0,0.0,810.0
2018,Sungei Kadut,,,,,,,,,0.0,0.0,0.0,0.0,0.0,666.0,124.0,0.0,790.0
2019,Sungei Kadut,,,,,,,,,0.0,0.0,0.0,0.0,0.0,668.0,102.0,0.0,770.0
2020,Sungei Kadut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,80.0,0.0,750.0
2010,Southern Islands,,,,,,,,,0.0,0.0,0.0,0.0,360.0,260.0,10.0,0.0,640.0
2011,Southern Islands,,,,,,,,,0.0,0.0,0.0,0.0,466.0,318.0,16.0,0.0,808.0
2012,Southern Islands,,,,,,,,,0.0,0.0,0.0,0.0,572.0,376.0,22.0,0.0,976.0
2013,Southern Islands,,,,,,,,,0.0,0.0,0.0,0.0,678.0,434.0,28.0,0.0,1144.0
2014,Southern Islands,,,,,,,,,0.0,0.0,0.0,0.0,784.0,492.0,34.0,0.0,1312.0
2015,Southern Islands,,,,,,,,,0.0,0.0,0.0,0.0,890.0,550.0,40.0,0.0,1480.0
2016,Southern Islands,,,,,,,,,0.0,0.0,0.0,0.0,968.0,568.0,36.0,0.0,1572.0
2017,Southern Islands,,,,,,,,,0.0,0.0,0.0,0.0,1046.0,586.0,32.0,0.0,1664.0
2018,Southern Islands,,,,,,,,,0.0,0.0,0.0,0.0,1124.0,604.0,28.0,0.0,1756.0
2019,Southern Islands,,,,,,,,,0.0,0.0,0.0,0.0,1202.0,622.0,24.0,0.0,1848.0
2020,Southern Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,640.0,20.0,0.0,1940.0
2010,Simpang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Simpang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Simpang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Simpang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Simpang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Simpang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Simpang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Simpang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Simpang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Simpang,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Simpang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Seletar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,290.0,40.0,0.0,330.0
2011,Seletar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,282.0,36.0,0.0,318.0
2012,Seletar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,274.0,32.0,0.0,306.0
2013,Seletar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,266.0,28.0,0.0,294.0
2014,Seletar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,258.0,24.0,0.0,282.0
2015,Seletar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,250.0,20.0,0.0,270.0
2016,Seletar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,256.0,20.0,0.0,276.0
2017,Seletar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,262.0,20.0,0.0,282.0
2018,Seletar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,268.0,20.0,0.0,288.0
2019,Seletar,,,,,,,,,0.0,0.0,0.0,0.0,0.0,274.0,20.0,0.0,294.0
2020,Seletar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,20.0,0.0,300.0
2010,Pioneer,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2011,Pioneer,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
2012,Pioneer,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
2013,Pioneer,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
2014,Pioneer,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
2015,Pioneer,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2016,Pioneer,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
2017,Pioneer,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
2018,Pioneer,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0
2019,Pioneer,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
2020,Pioneer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
2010,Tengah,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2011,Tengah,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2012,Tengah,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2013,Tengah,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2014,Tengah,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2015,Tengah,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2016,Tengah,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2017,Tengah,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2018,Tengah,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2019,Tengah,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2020,Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2010,Changi Bay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Changi Bay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Changi Bay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Changi Bay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Changi Bay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Changi Bay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Changi Bay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Changi Bay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Changi Bay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Changi Bay,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Changi Bay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Central Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2011,Central Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2012,Central Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2013,Central Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2014,Central Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2015,Central Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2016,Central Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2017,Central Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2018,Central Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2019,Central Water Catchment,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020,Central Water Catchment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,Straits View,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Straits View,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,Straits View,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,Straits View,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Straits View,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Straits View,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,Straits View,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Straits View,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Straits View,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Straits View,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Straits View,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
